percent_population_change,percent_people_over_65,percent_african_american,percent_hispanic,percent_hs_grad,percent_bachelor,rate_homeownership,median_house_value,median_hh_income,percent_poverty,percent_vote_difference
-0.2,20.7,0.6,1.9,87.9,16.5,69.6,87400,49788,9.5,24.9
4.7,18.9,0.7,2.3,93.3,17.2,78.9,95200,60847,7,16.6
0.7,15.8,0.8,2.7,89.8,20.8,72.6,101800,53759,11.8,14.3
4.9,10.2,0.4,1.6,81.8,19.9,70.2,63400,31336,36,37.3
2.7,19.8,0.7,2.9,88.5,17.9,77.3,72500,53381,7.4,24.8
0.4,29,0.5,1.3,84.6,16,86.5,58300,43250,13.7,5.5
6.5,7.3,0.3,3.8,83.3,17.7,44.6,70700,36111,40.5,11
5.2,20.4,0.5,3,85.7,22.5,86.8,61100,61667,8.9,7.6
25.5,12.8,1.7,4.9,89.3,24.7,72.7,166200,62559,7.6,8.8
-1,23.7,0.2,1.3,92,20.3,75.1,73700,55735,6.2,13.3
0.1,17.6,1.1,2.1,87.3,23.7,69.8,98600,50120,12,12.8
2.8,23.5,0.2,0.8,93.2,21.8,80.7,60600,55521,7.5,21.2
-0.5,19,0.8,3.2,90.5,28.9,74,94400,48767,10.7,14.6
-1.3,21,0.4,11.1,83,18.3,76.3,68100,48592,10.6,18.6
12.5,11.5,4,5.1,92.9,25.9,63.7,155800,56580,9.1,8
-0.4,27.1,0.3,1.1,85.7,19.3,76.7,65700,44132,8.9,9.3
43.5,9.4,2.4,5.2,89.5,19.9,69.4,151400,76210,8.6,8.5
-1.5,16.6,0.6,0.8,76.7,10.6,73.2,92900,35678,22.7,23.1
-1.2,15.9,12.4,2.8,88.4,17.2,68.6,105000,42823,18.6,7.9
-0.2,17.3,0.9,1.2,87.1,19.3,74.7,122100,46548,16.3,11.6
-2.3,17.4,3.8,3.8,85.1,12.6,72.5,110800,40516,18.7,33.5
-0.1,11.4,2.7,1.8,89.4,28.2,56.6,115500,33823,31.7,24.5
-0.2,17,0.5,1.5,91.4,17.1,74.6,129400,52239,8.8,7.8
-1.3,18.9,4.2,0.9,87.7,14.4,74.6,88500,41534,14.6,27.7
-1.6,16.7,1,0.8,81.5,11,77.6,116300,44341,14.1,21
1.6,13.2,8.1,4.5,88.9,27.4,70.4,157400,56610,13.6,-0.5
-2.3,19.3,0.6,1.2,85.1,11,78.8,110400,43779,15.5,27.9
-2.4,16.6,2.3,1.5,87.4,17,74.3,124600,49157,13.4,18.2
-1.3,17.9,9,3.1,86.1,17.6,67,106400,43136,18.6,14.9
2.1,14,1.5,1.7,88.3,25.6,75.2,154500,60365,10.2,2.1
-0.5,15.2,2.3,1.6,87.7,14.5,66.8,118600,46048,16.5,11.8
-2,18.3,2.5,1.5,86.5,12.6,72.6,96000,42300,16.9,25
-1,17.9,1.2,0.9,84.9,12.3,73.9,93300,41274,16.9,29.9
-3,19.5,1,1.5,86.8,11.8,69.9,87300,40783,16.6,17.7
-1.6,16.4,30.3,5.4,87.5,29.7,60.9,125700,43804,18.3,2.2
-1.4,18.6,0.6,1.5,87,11.9,74.4,110600,43425,13.7,10.1
-1.3,16.8,2.2,9.6,88.4,16.5,75.8,106100,47593,13.9,15.2
8.6,11.5,3.5,2.4,96,50.5,82.3,246300,89757,4.9,-9.2
-1.6,19.7,8.8,4,89.3,21,69,135200,46498,13.3,20.7
2.9,14.4,7.1,2.1,91.5,26,72.8,163700,58786,11.9,6.8
-0.8,16.5,2.5,1.9,83.4,13.7,62.4,107000,37619,20.1,18.7
5.8,10.9,22.2,5.1,89.7,36.4,55.1,150800,50877,18.1,-9.7
-0.3,16.2,0.7,8.2,88.6,16.3,80.1,128900,52856,11.4,16.8
-1.7,17.4,2.6,1.2,81.3,15.2,76.3,95500,39226,17.7,22.6
0.9,18,1.3,1.4,90.9,35.9,86.6,224700,67663,8.1,1
1.4,15.6,7.3,2.7,92.4,36,67.8,158000,58080,13.9,-0.7
-1.2,17.5,1.6,1,84.9,12.9,73.7,94000,38841,20.3,28.6
0.5,14.2,26.1,2.9,88.6,33.7,59.5,144400,48593,18,-8.2
0.7,16,1.8,5,91.7,25.7,70.7,127800,49589,14,6.9
-0.8,14.7,1,1.5,86.8,13.4,70.1,95600,40415,18.1,17.7
-2,19.6,2.2,0.8,85.7,9.2,76.7,83500,39002,18.4,28.4
-1,17.6,0.7,7.3,90.4,13.8,79.4,114000,49439,13.5,14.8
-1.2,17.1,1.5,0.9,82.2,11.4,70.9,101800,39091,19.5,18.7
-2.2,17.1,0.7,0.9,86.7,12.7,76.2,109800,42089,15.9,33.9
3.6,12.5,0.5,0.9,55.2,8.5,76,151400,45477,15.8,5.1
-1.5,15.5,1.4,6.1,87.7,13.1,72.9,118800,49404,13.5,22.9
-1.4,15.7,0.7,1,81.4,15.2,67.2,89600,36356,24.6,22.6
-2.9,19.5,5.5,1.4,89,14.7,73,86400,40577,16.6,27.4
0.4,16.3,1,1.4,88.1,21.2,71.4,133500,49750,14.2,9.4
-0.4,18,3.9,4,91.2,24.9,75,151300,56018,9.2,11
-1.3,17.1,2.2,0.9,85,14.9,73.3,97200,41552,18.3,23.5
1.7,15.2,3.8,1.7,89.2,21.9,72.9,149500,55114,12,10.4
-0.8,16.5,1.8,1.4,86.1,14.8,74.1,118600,47542,15.9,14.4
0.9,16.3,8.9,9.2,88.8,22.2,71.6,140700,51816,14.6,14
-1.5,14.6,19.7,6.7,87.8,23.4,62.2,108700,41556,20.8,14
1.1,13.9,6.6,1.7,85.7,17.6,71.4,144100,54956,11,14
-2.4,19.1,15.9,5.4,88.6,20.8,69.8,95800,41058,17.6,32
-1.2,15.9,6.4,2.4,85.5,12.4,69.1,98600,42572,18.5,22.5
2.1,15.5,1.4,1.9,93.2,29.6,79.6,181000,65951,7.4,8.2
-1.9,18,0.9,0.5,83.4,12.2,79.5,82600,35469,21.9,26
0,16.8,0.4,1.8,90.7,16.2,79.1,124200,52535,9.4,5.4
1.4,17.3,2.2,1.5,88.4,19.7,71.2,133700,52040,13,5.4
-1.2,21.7,0.5,0.5,86.4,10.4,79,89100,40573,19,36.2
-0.4,16.6,21.1,2.6,88.2,24.6,62,112800,43401,17.7,1.5
-1.4,19.7,3,0.8,85.6,10.5,77.3,89000,37865,20.2,32.2
0.9,15.8,0.6,1.4,87.8,14.1,82.2,127400,51484,13.6,18.5
-0.3,16.7,4,1,87.1,14.2,68.3,108500,40524,18.1,24.4
-1.9,23.8,2.8,0.6,80.1,9.7,80.3,77300,38290,15.2,24.4
-0.7,22.1,1,4.9,91.5,20.3,80.5,136000,53202,11,21.1
-3.2,17,1.1,4.5,88.6,12.1,78.1,92300,44861,13.7,22.1
-0.7,15,0.5,0.8,84.2,10.2,70.5,93100,41446,19.6,33.3
2.1,14.5,3.7,1.3,84.9,16.1,74.6,149200,54003,13.3,18.3
-1.6,16.2,1.1,0.9,77.6,12.2,71.9,96200,42165,23.5,35.2
0.3,14.7,4.5,1.6,91,25.1,68.2,150300,52697,16.1,13.2
-1.6,17.2,0.6,0.7,87.8,11.3,77.7,116700,48405,12.2,11.6
-1,15.5,0.6,5.9,91.9,19.9,84.1,133500,61192,6.9,6.9
-2,18.1,9.5,1.7,86.2,14.9,69.2,103500,41835,15.7,12.8
-1.2,15.2,6.1,1.1,84.1,13.7,72.5,111100,43264,19.7,22.3
-1.3,16.9,3.2,9.5,88.6,13.7,75.8,110400,46140,14.3,22
-2.8,16.8,2.7,1.2,81.3,14.2,69.6,88200,35379,23.3,33.2
-1.9,16.3,2.6,4.8,89.4,15.3,72.4,97900,43764,15.5,17.3
-1,14.8,2.2,1.6,88.2,14.5,74.6,123400,50427,11.4,8.8
0,17.7,7.8,1.9,89.1,21.1,70,122400,45641,15,14.5
0,16.2,14.8,1.9,90.3,29.6,67.9,135600,49669,15.4,4.6
-2.4,19.4,8.6,1.6,87.7,17,72.3,97400,42880,17.4,34.6
0.2,17.9,0.9,2.4,86.7,15.2,72.9,108700,43739,14.6,21.2
2.9,11.3,2.7,1.5,92.2,27,75.8,171800,65086,7.8,3.8
-1,18,1,2.8,90.8,15.4,79,88600,45355,12.5,9.5
-1.5,15.4,0.6,0.7,80.4,8.5,76.4,75700,36705,20.6,34.7
4.1,13,3.5,2.6,92,37.9,77.9,188500,72487,6.3,-3.8
-0.9,19.3,1.2,1.1,88.8,16,75.3,108600,42834,15.3,16.8
0.9,16.2,1.7,1.8,85.9,20,73.2,135300,49135,12.4,9.2
-0.9,17.4,1.2,4.1,89.3,12.8,75.3,98600,43089,13.7,21.1
3.3,13.9,2.8,5.3,93.1,29.5,67.6,149500,52069,14.7,8.9
-1.2,17.9,0.4,2.7,89.6,12,71.2,103500,44448,11.1,19.7
-2.2,14.5,0.5,6.1,77.4,12.7,70.8,75300,32556,26.4,9
2.6,17.8,4.3,5,86.1,21.4,77.1,62600,44811,12.8,1.1
-2.7,18,4,3.6,83.1,14.2,75.1,79800,37012,21.8,9.9
-2.7,17.2,0.9,22.8,83.8,17.9,73.8,86200,51422,9.9,-0.7
7.1,12.3,4.5,14.1,82,16.4,60.9,103400,48989,15.1,5
-17,17.8,3.5,9.1,82.7,17,72.5,68000,44206,15,2.7
4.9,16.9,1.9,5.5,83,20.1,63.3,88900,38897,18.4,5
-1,15.6,3,11.3,83.2,13.7,70.8,74900,39267,20.6,7.9
12.2,12,2.9,8,91.5,25.3,77.3,139200,63629,7,-6.3
2.3,15.6,7.1,6.7,85.7,17.1,69,90600,41401,16.3,4
2.9,15.1,1.5,6.6,85.1,24.5,66.5,103900,37260,22.8,6.2
-0.3,19.4,11.2,3.7,80.5,14,73.6,71600,30201,27.1,10
-7.3,22.4,0.5,21.3,81.7,18.5,71.8,64700,38301,20,-1.2
5.5,11.9,4.9,7.9,90.9,31.4,67.4,141300,54989,12.9,-9.3
-2,20.4,0.7,3.9,80.7,13.3,72.9,68400,34867,21.6,9
0.8,11,17.8,12.6,89,19.9,56.6,111700,46036,17.3,0.7
-0.7,18.2,2.3,7.2,85.8,14.7,74.4,74600,46317,14.7,7.8
-2.9,18.7,3.3,3.2,83,12.5,78.8,86800,39236,17.8,10.5
1,16.9,2.4,3.7,84.8,15.3,74.8,105800,43026,14.7,2.9
7.4,13.1,3.4,16.5,85,27.8,62.8,110600,44972,19.1,-2.2
-0.1,23,0.5,3.5,84.7,16.1,77.8,105200,36588,21.2,6.5
2.2,19.4,0.5,6.1,87.5,19.5,76.3,77400,46488,14.2,2.3
0,20.2,0.7,7.5,88.3,23.9,77.7,75900,47344,16,0.8
4.1,15.2,3.4,11.4,85.7,21.7,66.9,89400,44530,13.9,-3.3
-0.1,17.1,2.8,7.6,83.3,15.4,73.5,83800,38245,19.1,7.2
2.7,14.9,2.6,5.3,85.1,16.8,76.3,108400,49637,13.9,2.8
-0.6,20.6,1.2,4.3,90.1,22.1,75.8,62800,46625,8.8,2.5
-1.4,18.2,7.7,11.3,79.6,14.4,67,63000,39900,9.9,6.5
-4.2,19.4,8.4,27.4,75.3,17.8,65,43400,26688,28.8,2.6
3.4,17.8,0.2,20.2,85.4,16.1,80.5,68500,46117,14.9,0.1
1,19.8,0.7,4,78,11.4,74.2,78000,35334,17.4,8
-1.4,18.8,5.8,4.7,77.3,10.9,76.9,66200,34619,21.1,11
-1.7,13.7,7.8,22.6,84.2,20.1,61.8,87400,42824,16.5,1.5
-2.8,19.5,1.1,9.6,81.5,11.2,75.2,59500,34701,20.7,11.2
1.3,17.8,2.1,4.6,80.8,17.7,71.8,77200,36192,22.1,10
-2.3,18.1,2.3,7.2,86.4,19.5,69.9,75700,41012,18.2,1.6
3.3,15.1,1.6,14.9,86.2,18.2,77.2,115000,54666,8.3,-0.1
-1.2,18.9,4.8,10.7,86,17.2,68,56600,36281,22.6,9.8
-4.1,19.3,1.2,3.4,84,13.8,69.3,71200,40970,16.8,10.5
-1.2,16.9,2.3,6.6,80.5,12.9,74.1,80100,36542,22.2,10
1,17,1.9,3.1,85.2,12.5,76.6,92600,42668,15.9,3.9
8.2,15,9,5.6,89.4,24.5,78.6,135700,53591,13.1,-0.8
3.7,18.3,2.1,14.6,83.4,14.4,75.8,80500,43260,16.6,9.8
8.1,14.7,0.9,7.5,87.1,20.4,81.8,139300,54426,11.6,0.5
-0.3,17,8.7,5.5,80.8,13.9,68.1,71500,31790,26.1,6.5
-0.8,24.6,3.2,2.5,81.4,13,79.8,79600,36096,20.7,11.6
3,18.7,0.9,9.1,87.4,16.6,75.6,85300,49905,12.6,0.8
2.2,20.8,1.8,16.2,79.3,14.4,79.3,83700,37319,17.3,5.1
-1.1,17.1,0.6,3.2,84.3,15.3,75.2,96200,42751,19.7,10.3
2.3,19.1,1.7,5.6,82.8,19,73.3,82200,44151,14.5,7.8
-1.4,16,11,5.7,84.9,17.9,67.4,92200,38502,22.9,8.2
-0.6,17.6,1.8,3.3,87.3,21.5,72.8,85200,44842,14.1,1.1
-0.1,18.9,2.3,2.7,84.2,13.8,81.2,74300,39430,16.6,12.8
0,17,8,4,80.1,11.1,73.6,69300,35170,28.4,9.1
6.6,12.5,15.7,16.2,85.8,29.6,59.9,126500,45215,18.5,-11.4
-2.4,17.3,8.6,3.7,85.4,13.9,69.7,77100,39156,19.5,9.1
1.1,18.5,11.3,3.3,87.6,16.1,79,93900,44195,14.5,5.9
0.8,18.1,1.2,5.3,83.6,13.9,72.8,81000,36473,22,10.1
-1.1,18.1,0.9,2.7,87.4,17,76.5,83500,44375,14.1,6.2
3.8,11.1,3.9,4.5,90,35.9,50.9,130800,36812,25.7,-6.5
-2.6,18.1,3.6,4.6,83.3,15.3,72,86800,41252,18.5,6.8
1.4,15.7,2.5,4.8,86.7,28,66.6,99100,41881,18.8,1.4
3.4,15.6,3.2,4.9,86.1,17.6,71.9,96400,42764,18.6,1.2
-3.9,22.2,1,3.2,80.8,11.6,74.1,71000,29897,26.5,6.9
3.1,18.3,0.6,6.9,91.3,19.7,78.8,81300,53885,13.2,5
3.3,15.4,1.3,4.2,90.4,23,78.9,143600,58525,9.3,0.8
-0.2,17,4.6,4.5,82.3,14.1,73.9,70500,33819,22.9,7.3
-2.5,16.9,2,3.8,81.3,13.3,71.5,85800,35742,21.4,8.5
-1.2,18,2.1,7.1,85.5,17.4,70.8,89300,43885,14.6,3.4
5.9,10.5,3.6,45.9,71,18.8,64.6,89000,49901,12.8,-6.1
-4.6,18.2,8.7,25.4,77.3,16,73.5,52800,36354,20.2,7.7
4.3,13,10.8,11.8,88.5,29.7,60.9,134100,48181,15.9,-8.3
3.6,14.9,3.9,5.6,88.8,21.6,82.5,138400,55723,11.2,0.9
1.9,18.6,2.7,5.7,89.4,25.2,72.9,111000,48687,14.8,-3.7
-0.7,16.5,1.2,9.6,85,18,70.7,76500,46686,16.3,2.8
4.6,16.1,3.3,6.4,88.8,27.1,66.2,80700,51619,15.4,0.1
7.2,13.9,2.1,12.1,85.3,17.8,71.8,104300,51867,15.2,-0.5
-0.5,24.7,0.6,3.9,89.4,20.9,67,147700,41500,18,6.6
0.9,14.3,1.1,7,94.6,50,57.9,270500,48604,22.5,-15.2
5,16.2,1,8.4,92.4,31.8,68.8,300600,64352,9.8,-8
1.2,19.3,0.9,8.1,91.5,23.2,62.7,256500,44683,16.5,4
0.2,17.1,0.6,4.6,89.6,18.1,73.9,213200,54968,13.6,13.2
-0.9,24,0.6,6,88,18,66.1,177000,37940,17.8,13.7
0.1,24.2,0.3,7.4,84.9,14.5,70.5,173000,38795,19.5,7.6
-0.1,31.3,0.4,6.5,91.3,20.7,67.8,230100,39516,15,3.1
8,18.3,0.5,7.8,93.1,31,65.5,249500,50209,14.5,-8.2
-0.6,23.6,0.4,5.2,87.7,16.1,68.8,171300,40524,18.7,6.6
3.3,24.1,0.2,6.5,91,14.7,63.3,116400,44743,11.8,10.5
-3.6,27.3,0.3,3.4,89.5,20.5,70.4,136400,35051,17.3,1.4
-4,22.5,0.5,4.9,87.9,15.6,64.9,112300,38113,18.6,2.6
2.4,14.1,0.6,30.9,84.1,30.5,66.1,321700,56725,11.6,-11.8
3.5,20.2,0.8,12,89.1,24.8,62.2,225100,44005,17.2,0.1
2.2,18,1,19.6,84.7,17.3,65.4,165900,43373,19.8,4.9
1.1,24.8,0.6,7,88.4,17,66.2,220900,37733,20.2,4.7
-1.4,19.2,0.9,11.9,87.7,19.7,65.8,155000,39627,18.9,1.8
-0.7,23,0.7,7.8,83.7,18.6,66.2,144100,33611,20.1,3.3
1.9,17.4,1.1,8.3,91.1,27.7,59.6,218900,42931,20,-0.3
0.8,24.9,0.7,8.5,89.9,24.4,65.5,237200,42365,16,8
2.3,17.3,0.7,8.4,89.1,16.9,66.8,173600,46939,17.8,4.8
-3,15.8,1.5,33.1,80.4,13.1,61.6,132600,35578,27.4,3.2
3.4,14.4,1.4,25.7,83.2,21.2,60.3,192200,46885,18.6,-3.1
0.1,14.5,0.9,35.1,75.5,9.7,73.2,119800,49940,18,2.8
5.6,11.9,5.7,11.2,89.7,39.9,54.2,271600,52511,17.8,-15.6
3.3,17.1,0.8,13,89.8,29,65.4,217400,52808,16.5,-3.1
-3.1,24.8,0.6,6.8,92.4,16.5,64.9,135400,42639,22.1,11.2
0.4,23.4,0.5,10.3,88.1,20.7,69.9,226500,43676,16.1,6.5
1.1,14.1,1.1,25.7,81.9,15.5,63.8,142700,48389,16.5,2.5
-0.2,18.6,0.6,4.5,90.6,22.5,63.4,156600,42542,18.6,5.2
-2.7,26.7,0.5,2.8,93.5,24,73.9,199900,41994,13.4,0.4
1.2,19.9,0.6,17,85.1,20.1,64.9,181600,43765,18.2,4.1
6.3,11.9,2.2,16.3,90.8,39.4,61,282400,64180,11.4,-18.2
-4.6,33.2,0.1,5.2,88.6,16.8,72,123700,37974,15.6,14.2
2.6,15.6,1.1,15.7,88,22.5,68.8,224900,54535,14.6,-3.7
0.3,18.3,1.9,6.6,86,20.4,76.7,198200,59492,8.7,5
0.6,17.4,13.4,1.9,92.9,35.9,65.5,122400,51366,12.9,-5.1
-1.7,20.1,0.9,0.7,88.9,14.6,76.5,94100,45241,13,9.7
-0.7,19.7,6.4,1.4,91,21.9,73.4,115400,49217,12.2,10.8
-1.7,20.5,0.7,1.1,85.2,12.6,79.8,120200,43290,12.6,7.5
0.5,15.9,6.7,18.7,84.3,22.3,72,170600,55170,13.9,6.8
-0.9,19.3,1.9,1.2,90.9,18.4,72.4,106500,42992,14.1,8.2
-1.3,19.6,0.6,1.5,87.3,17.1,74.9,119900,46963,13.3,15.1
0.2,16.7,4.1,4.9,93.3,35.8,78,309900,76555,5.4,-2
1.1,17,1.3,1.3,92.7,30.5,76.8,169700,58230,9.3,-0.2
-4.1,20.4,3.5,1.5,88.8,18.3,73.9,87100,41730,14.9,16.1
-5.5,23.8,0.4,0.7,86.4,14.2,71.5,69500,41410,13.1,14.9
-1.2,19.7,1.9,4.1,87.4,15.1,78.9,146700,48900,11.6,24.2
3.1,12.4,3.8,2.9,92.7,40.4,59.6,192600,50336,20.5,-4.9
2.7,14.5,6.4,7.1,92.8,48.5,75.7,325200,86050,6.9,-12.7
-2.9,18,1.1,0.7,87.9,18.5,70.9,106200,42389,18.3,6.8
-0.6,18.9,3,2.9,87,13.5,76.8,85100,41030,14.5,14.9
1.3,17.2,1.8,1.4,86.2,17,71.7,110900,42184,16.1,19.3
-0.3,17.2,2.1,2.6,88,20.7,69.6,135000,44807,16.6,15.9
-1.8,18.3,1.9,1.2,86.8,18.7,73.7,102700,42504,15.9,14.1
3.5,17,3.8,3.4,91.1,32.5,71.1,184500,60826,8.3,-2.5
1.3,15.3,18.7,8.3,89,28.5,64.4,158800,54066,13.3,0.5
0.8,15,21.2,3.5,91.8,35,70.6,234100,64041,10.3,-3
-2.4,20.5,0.5,0.8,90.5,14.9,80.3,92100,45767,10.4,22.6
-0.8,15.8,7.6,3.8,89.9,24.8,67.5,115100,45202,16.9,19.2
-1.8,19.4,4.8,1.1,85.4,14,72.8,84200,39115,18.4,20
-2.6,21.3,19,5.9,81.6,7.8,83.1,83600,36556,16.3,17.1
2.2,18.2,3.9,5,85.3,19.3,73,177500,52637,11,4.2
-1.4,19.7,1.2,1.2,84.9,11.8,77.4,159300,48461,11.1,8.3
-2.2,17.1,3.5,1.4,85.1,15.5,73,89400,44388,14.7,19.5
-0.6,18.7,5.6,1.8,87.7,13.5,76.5,115000,44183,12.7,8.4
-1.3,17.1,2.9,1.4,87.8,21.9,71.6,103000,43997,17.7,12.8
-1.2,19.4,0.5,0.8,87.6,13.2,74.5,86800,41262,15.3,8.8
0.6,19.8,0.8,3.1,82.9,11.8,76.4,138200,46163,11.8,10
-0.8,18.8,3.3,6.2,88.9,25.7,66.8,144100,46044,13.6,30.9
2.7,16.4,4.8,9.8,83.9,24.2,69.5,188200,56483,10.5,-2.6
-2.6,19.9,4.1,1.2,88.3,19.6,75.3,96700,43546,14.4,15.9
2.1,18.4,3.3,11.4,85.5,19.4,72,164300,54818,10.7,4.1
2.3,16,8.4,21.5,86.8,28.1,67.5,196600,54923,13.7,0.7
-0.7,19,4.9,9.1,88.3,21,67.8,121000,44402,15.6,24.6
0.3,17.5,4.7,2,87.6,18.8,70,131000,45430,14.2,6.9
-2.1,18.2,2.6,2.1,89.3,15.1,73.2,72700,41834,16.6,13.3
-1.5,19.8,5.9,1.3,88.6,20.5,74.5,104600,44301,13.5,19.8
-0.3,20.3,0.8,1.3,81.5,11.5,73.6,95700,40384,15.3,5.6
-2.1,15.1,15.1,14.6,89.6,23.8,80,191800,57408,12,13.6
2.1,16.4,9.4,4.8,93.5,45.5,73.2,292600,79183,6.1,-11
2,19.7,1.6,2.4,89.5,26.8,73.8,153200,51482,10,3.8
1,17.4,6.3,12,88.7,26.6,73.1,212100,60097,9.7,6.2
-0.6,19.7,2.6,3.1,85.3,14,71.3,98200,41208,14.2,18.8
-0.7,15.9,0.8,1.7,86.7,15.5,79.5,158400,57375,9.7,7.6
2.2,12.5,44.1,13.6,81.2,23.9,53.3,142500,37192,26.5,10.3
-2,20.3,6.3,10.2,91.3,22.5,84.2,193100,59340,9.1,12.1
-1.4,21.8,0.5,1.1,88.4,14.6,76.8,96500,41547,15.1,11.3
-1.7,19.3,3.3,3.6,86.4,14.3,75.1,93500,45012,12.8,25.2
1.6,16.6,1.2,2.2,82.6,16.7,76.7,133700,46513,11.9,6.7
-2,20.4,2.8,1.4,85.6,14.5,78.9,98400,43597,12.4,8.3
-1.4,26.9,3.2,1.8,87.3,14,83.1,137000,40964,13.9,15.5
-3.3,20,0.6,1.8,89,16.5,78.2,139000,48231,12.9,15.7
0.7,19.6,0.9,1.3,88.4,19.1,74.3,116000,44187,15.3,12.2
-0.2,16.1,7.7,5.7,84.8,21.2,73.3,154300,48528,12.3,0
-2.6,19.9,1.2,1.1,88.8,15.4,74.6,81000,41977,16,10.9
-2.7,20.7,0.5,0.9,89.6,17.9,77,88700,43764,12.6,19.4
0.2,18.9,3.2,1.5,90.4,25.6,76.1,143600,53693,10.5,8.5
-2.7,20.7,3.6,4.2,87.7,19.2,79.7,179900,49313,12.2,14.2
-1.6,20.7,2.5,1.1,92.1,25.3,76.3,133600,50736,10.2,4.5
-0.5,18.4,0.9,1.8,89.2,17.4,77.6,155100,48482,12.1,22.2
1.3,15.9,6.5,6.5,88.1,22,75.1,174200,58745,10.1,4.4
-1.6,18.8,1.1,2.4,89.8,43.7,72.4,341000,71238,6.4,-3.8
-0.6,17.4,1.9,4.2,90.4,30,71.4,220200,62279,8.7,20.1
-0.9,19.3,4.1,5.3,92.7,44.7,62.6,355800,71713,8.3,-6.6
0.8,14.2,11.4,20.9,80.7,26.4,54.3,224100,49297,17.1,17.6
-0.3,17.9,1.4,3,92.7,43.5,74.5,321900,72138,8.9,4.2
-1.8,19.4,28.3,1.2,76.8,12.2,76.4,91200,35947,21.6,12.3
2.9,17.5,25.1,5.4,84.8,24,73.3,124600,44509,18.9,-1.3
-6.9,16.3,72.9,2.9,71.9,15,63.5,65400,25252,36,4.9
3,17,16.6,3.5,81.7,19.3,72.9,123400,41579,16.8,3.6
-5,18.3,61.1,1.9,75.5,17.5,75.9,74700,31483,27.6,11
-2.9,15.9,44.1,2.5,79.7,11.2,74.6,72400,35231,29.1,9.8
8.4,24.1,19.1,11.4,91.3,37.6,71.4,275500,57316,12.5,-5.6
11.4,12.3,25.1,6.1,86.7,21.3,70.3,150400,52427,14.4,-4.2
-2,19.7,41.9,3.2,82.8,16.9,80.1,100600,40704,18.2,5.9
8.8,14.5,28.6,5.1,88.3,39.4,60.6,236100,50792,18.2,-10.9
1,15.2,20.7,4.1,75,14.3,66.9,83600,34202,23,8.7
-2.4,16.7,37,1.8,78,12.4,75.6,82500,33103,24.5,15.8
-1.3,16,32.5,3.9,74.9,12.6,69.8,79400,31252,26.8,9.2
-2.4,19.8,48.7,3,77.7,13,72.9,85900,31410,24.9,10.9
-2.9,18.6,38.3,3.1,78.8,14.7,74.4,89900,33233,20.6,6.7
-1.3,16.5,41.2,2,79.2,17,69.7,87200,36323,24,5.5
-2.9,15,46.6,2.5,70.6,8.2,63.7,64400,28817,31.5,16
8.7,11.7,25.9,4.9,89.4,24.5,70.7,167400,53857,12.1,-2.3
-1.6,15.9,36.9,5.7,81.3,17.2,78.2,109500,43861,19.9,4.5
-4.1,18,58.8,1.9,81.4,15.5,73.6,91900,36120,22.7,6.1
1.7,15,42.2,2.4,82.6,21.3,65.8,114900,41910,19.8,2.5
1,24.1,32.6,3.2,84.5,22.7,77.8,158800,40131,21.2,3
7,14.3,18.5,8.8,85.7,31.2,67,153600,49022,15.8,-5.8
-0.2,17.1,32.1,5.8,80.4,22.1,66,104900,36540,23.1,3.4
-3.2,15.8,53.9,3.9,75.8,11.4,75.9,79400,34233,25.2,9.9
11,20.5,13.7,6.1,87.7,22.7,69.5,159600,42431,18.6,5.6
9.7,15.4,44.1,13.9,78.8,12.5,71,90200,36413,23.7,2.8
2.6,16.4,25.2,4.2,84.9,19.3,76.1,116000,43765,16.7,3.2
8.5,18.8,22.7,5,82.3,18.7,75,142200,42217,21,4.4
0,16.7,26,4.4,78.2,14.5,71.7,81800,37383,20.6,9.1
-4.6,16.1,63.4,2.1,72.8,9.1,73.2,65000,27373,28,8.2
5.9,14.2,15.2,5.8,88.4,28.7,74.3,140100,54061,13.2,-3.7
-3.8,29.8,48.6,1.2,78.8,18.2,79.3,112500,40028,17.2,6.2
-3.4,17.1,56.5,2.7,81.8,13.6,67.1,77800,29149,27.4,10.4
-3.5,15.2,51,3.2,69.9,8.7,66.1,58200,28297,30.7,19.5
0.7,18,31.3,7.5,76.9,18.9,71.5,107400,41718,17.2,5.3
1.2,21.6,7.8,4.8,83.1,21.7,75.2,136300,41394,19.1,2
-2.6,17.1,62.2,2.1,79.3,18.6,68.2,84700,34110,23.7,10
1,15.2,6.9,3.4,82.2,23,69.3,123900,41788,18.9,0.5
4.4,11.3,46.9,5.1,89.7,36.1,60.7,149800,48359,17.2,-4.7
0.8,18.3,26.2,14.9,76.8,12.4,72.8,90400,38514,21.5,7.6
3.2,15.1,21,6.4,82.2,21.3,69.6,121300,42919,17.9,3.5
0.4,14.5,47.1,3.8,82.3,19.2,65.4,107300,41366,17.9,4.3
-3.8,18.5,31.7,1.2,78.1,12.9,73.1,74000,32556,20.1,10.9
-5,17.9,65.1,2.3,77.6,12.2,74.3,67100,25849,30.8,9.2
8.5,13.1,19.5,5,87.5,28.5,71.6,159300,53740,13.4,-1.8
1.3,19.7,0.5,4.4,88.8,16.7,80.6,68800,46667,6.5,20.5
4.4,16.7,1.7,9.7,83.4,18.6,64.8,87500,42196,20.4,13
0,12.3,0.4,3.4,76.8,15.9,52.4,54300,37607,39.3,11.4
-0.6,20,1.3,2.2,88.6,17.9,77.6,69700,40980,14.7,18.9
